"go_id","name_1006","namespace_1003"
"12492","GO:1901381","positive regulation of potassium ion transmembrane transport","biological_process"
"12493","GO:1901382","regulation of chorionic trophoblast cell proliferation","biological_process"
"12494","GO:1901383","negative regulation of chorionic trophoblast cell proliferation","biological_process"
"12495","GO:1901385","regulation of voltage-gated calcium channel activity","biological_process"
"12496","GO:1901386","negative regulation of voltage-gated calcium channel activity","biological_process"
"12497","GO:1901387","positive regulation of voltage-gated calcium channel activity","biological_process"
"12498","GO:1901407","regulation of phosphorylation of RNA polymerase II C-terminal domain","biological_process"
"12499","GO:1901475","pyruvate transmembrane transport","biological_process"
"12500","GO:1901491","negative regulation of lymphangiogenesis","biological_process"
"12501","GO:1901492","positive regulation of lymphangiogenesis","biological_process"
"12502","GO:1901509","regulation of endothelial tube morphogenesis","biological_process"
"12503","GO:1901522","positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus","biological_process"
"12504","GO:1901525","negative regulation of macromitophagy","biological_process"
"12505","GO:1901532","regulation of hematopoietic progenitor cell differentiation","biological_process"
"12506","GO:1901533","negative regulation of hematopoietic progenitor cell differentiation","biological_process"
"12507","GO:1901536","negative regulation of DNA demethylation","biological_process"
"12508","GO:1901563","response to camptothecin","biological_process"
"12509","GO:1901581","negative regulation of telomeric RNA transcription from RNA pol II promoter","biological_process"
"12510","GO:1901585","regulation of acid-sensing ion channel activity","biological_process"
"12511","GO:1901605","alpha-amino acid metabolic process","biological_process"
"12512","GO:1901611","phosphatidylglycerol binding","molecular_function"
"12513","GO:1901612","cardiolipin binding","molecular_function"
"12514","GO:1901621","negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning","biological_process"
"12515","GO:1901624","negative regulation of lymphocyte chemotaxis","biological_process"
"12516","GO:1901627","negative regulation of postsynaptic membrane organization","biological_process"
"12517","GO:1901628","positive regulation of postsynaptic membrane organization","biological_process"
"12518","GO:1901629","regulation of presynaptic membrane organization","biological_process"
"12519","GO:1901630","negative regulation of presynaptic membrane organization","biological_process"
"12520","GO:1901631","positive regulation of presynaptic membrane organization","biological_process"
"12521","GO:1901639","XDP catabolic process","biological_process"
"12522","GO:1901640","XTP binding","molecular_function"
"12523","GO:1901641","ITP binding","molecular_function"
"12524","GO:1901642","nucleoside transmembrane transport","biological_process"
"12525","GO:1901653","cellular response to peptide","biological_process"
"12526","GO:1901660","calcium ion export","biological_process"
"12527","GO:1901661","quinone metabolic process","biological_process"
"12528","GO:1901666","positive regulation of NAD+ ADP-ribosyltransferase activity","biological_process"
"12529","GO:1901668","regulation of superoxide dismutase activity","biological_process"
"12530","GO:1901671","positive regulation of superoxide dismutase activity","biological_process"
"12531","GO:1901673","regulation of spindle assembly involved in mitosis","biological_process"
"12532","GO:1901675","negative regulation of histone H3-K27 acetylation","biological_process"
"12533","GO:1901676","positive regulation of histone H3-K27 acetylation","biological_process"
"12534","GO:1901679","nucleotide transmembrane transport","biological_process"
"12535","GO:1901723","negative regulation of cell proliferation involved in kidney development","biological_process"
"12536","GO:1901726","negative regulation of histone deacetylase activity","biological_process"
"12537","GO:1901727","positive regulation of histone deacetylase activity","biological_process"
"12538","GO:1901731","positive regulation of platelet aggregation","biological_process"
"12539","GO:1901738","regulation of vitamin A metabolic process","biological_process"
"12540","GO:1901739","regulation of myoblast fusion","biological_process"
"12541","GO:1901740","negative regulation of myoblast fusion","biological_process"
"12542","GO:1901741","positive regulation of myoblast fusion","biological_process"
"12543","GO:1901751","leukotriene A4 metabolic process","biological_process"
"12544","GO:1901796","regulation of signal transduction by p53 class mediator","biological_process"
"12545","GO:1901797","negative regulation of signal transduction by p53 class mediator","biological_process"
"12546","GO:1901799","negative regulation of proteasomal protein catabolic process","biological_process"
"12547","GO:1901800","positive regulation of proteasomal protein catabolic process","biological_process"
"12548","GO:1901837","negative regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter","biological_process"
"12549","GO:1901838","positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter","biological_process"
"12550","GO:1901841","regulation of high voltage-gated calcium channel activity","biological_process"
"12551","GO:1901844","regulation of cell communication by electrical coupling involved in cardiac conduction","biological_process"
"12552","GO:1901856","negative regulation of cellular respiration","biological_process"
"12553","GO:1901857","positive regulation of cellular respiration","biological_process"
"12554","GO:1901859","negative regulation of mitochondrial DNA metabolic process","biological_process"
"12555","GO:1901860","positive regulation of mitochondrial DNA metabolic process","biological_process"
"12556","GO:1901862","negative regulation of muscle tissue development","biological_process"
"12557","GO:1901863","positive regulation of muscle tissue development","biological_process"
"12558","GO:1901874","negative regulation of post-translational protein modification","biological_process"
"12559","GO:1901879","regulation of protein depolymerization","biological_process"
"12560","GO:1901888","regulation of cell junction assembly","biological_process"
"12561","GO:1901894","regulation of calcium-transporting ATPase activity","biological_process"
"12562","GO:1901895","negative regulation of calcium-transporting ATPase activity","biological_process"
"12563","GO:1901896","positive regulation of calcium-transporting ATPase activity","biological_process"
"12564","GO:1901897","regulation of relaxation of cardiac muscle","biological_process"
"12565","GO:1901898","negative regulation of relaxation of cardiac muscle","biological_process"
"12566","GO:1901899","positive regulation of relaxation of cardiac muscle","biological_process"
"12567","GO:1901978","positive regulation of cell cycle checkpoint","biological_process"
"12568","GO:1901979","regulation of inward rectifier potassium channel activity","biological_process"
"12569","GO:1901981","phosphatidylinositol phosphate binding","molecular_function"
"12570","GO:1901984","negative regulation of protein acetylation","biological_process"
"12571","GO:1901987","regulation of cell cycle phase transition","biological_process"
"12572","GO:1901989","positive regulation of cell cycle phase transition","biological_process"
"12573","GO:1901990","regulation of mitotic cell cycle phase transition","biological_process"
"12574","GO:1901991","negative regulation of mitotic cell cycle phase transition","biological_process"
"12575","GO:1901994","negative regulation of meiotic cell cycle phase transition","biological_process"
"12577","GO:1902003","regulation of beta-amyloid formation","biological_process"
"12578","GO:1902004","positive regulation of beta-amyloid formation","biological_process"
"12579","GO:1902017","regulation of cilium assembly","biological_process"
"12580","GO:1902018","negative regulation of cilium assembly","biological_process"
"12581","GO:1902023","L-arginine transport","biological_process"
"12582","GO:1902033","regulation of hematopoietic stem cell proliferation","biological_process"
"12583","GO:1902035","positive regulation of hematopoietic stem cell proliferation","biological_process"
"12584","GO:1902036","regulation of hematopoietic stem cell differentiation","biological_process"
"12585","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","biological_process"
"12586","GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","biological_process"
"12587","GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","biological_process"
"12588","GO:1902045","negative regulation of Fas signaling pathway","biological_process"
"12589","GO:1902068","regulation of sphingolipid mediated signaling pathway","biological_process"
"12590","GO:1902073","positive regulation of hypoxia-inducible factor-1alpha signaling pathway","biological_process"
"12591","GO:1902083","negative regulation of peptidyl-cysteine S-nitrosylation","biological_process"
"12592","GO:1902093","positive regulation of sperm motility","biological_process"
"12593","GO:1902098","calcitriol binding","molecular_function"
"12594","GO:1902103","negative regulation of metaphase/anaphase transition of meiotic cell cycle","biological_process"
"12595","GO:1902108","regulation of mitochondrial membrane permeability involved in apoptotic process","biological_process"
"12596","GO:1902109","negative regulation of mitochondrial membrane permeability involved in apoptotic process","biological_process"
"12597","GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","biological_process"
"12598","GO:1902118","calcidiol binding","molecular_function"
"12599","GO:1902121","lithocholic acid binding","molecular_function"
"12600","GO:1902122","chenodeoxycholic acid binding","molecular_function"
"12601","GO:1902164","positive regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","biological_process"
"12602","GO:1902166","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","biological_process"
"12603","GO:1902167","positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","biological_process"
"12604","GO:1902170","cellular response to reactive nitrogen species","biological_process"
"12605","GO:1902174","positive regulation of keratinocyte apoptotic process","biological_process"
"12606","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","biological_process"
"12607","GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","biological_process"
"12608","GO:1902177","positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","biological_process"
"12609","GO:1902178","fibroblast growth factor receptor apoptotic signaling pathway","biological_process"
"12610","GO:1902186","regulation of viral release from host cell","biological_process"
"12611","GO:1902187","negative regulation of viral release from host cell","biological_process"
"12612","GO:1902188","positive regulation of viral release from host cell","biological_process"
"12613","GO:1902202","regulation of hepatocyte growth factor receptor signaling pathway","biological_process"
"12614","GO:1902203","negative regulation of hepatocyte growth factor receptor signaling pathway","biological_process"
"12615","GO:1902204","positive regulation of hepatocyte growth factor receptor signaling pathway","biological_process"
"12616","GO:1902206","negative regulation of interleukin-2-mediated signaling pathway","biological_process"
"12617","GO:1902212","negative regulation of prolactin signaling pathway","biological_process"
"12618","GO:1902213","positive regulation of prolactin signaling pathway","biological_process"
"12619","GO:1902215","negative regulation of interleukin-4-mediated signaling pathway","biological_process"
"12620","GO:1902219","negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress","biological_process"
"12621","GO:1902227","negative regulation of macrophage colony-stimulating factor signaling pathway","biological_process"
"12622","GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","biological_process"
"12623","GO:1902231","positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage","biological_process"
"12624","GO:1902233","negative regulation of positive thymic T cell selection","biological_process"
"12625","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","biological_process"
"12626","GO:1902237","positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","biological_process"
"12627","GO:1902239","negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator","biological_process"
"12628","GO:1902251","negative regulation of erythrocyte apoptotic process","biological_process"
"12629","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","biological_process"
"12630","GO:1902254","negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator","biological_process"
"12631","GO:1902255","positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator","biological_process"
"12632","GO:1902257","negative regulation of apoptotic process involved in outflow tract morphogenesis","biological_process"
"12633","GO:1902259","regulation of delayed rectifier potassium channel activity","biological_process"
"12634","GO:1902261","positive regulation of delayed rectifier potassium channel activity","biological_process"
"12635","GO:1902262","apoptotic process involved in patterning of blood vessels","biological_process"
"12636","GO:1902263","apoptotic process involved in embryonic digit morphogenesis","biological_process"
"12637","GO:1902268","negative regulation of polyamine transmembrane transport","biological_process"
"12638","GO:1902269","positive regulation of polyamine transmembrane transport","biological_process"
"12639","GO:1902282","voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization","molecular_function"
"12640","GO:1902285","semaphorin-plexin signaling pathway involved in neuron projection guidance","biological_process"
"12641","GO:1902287","semaphorin-plexin signaling pathway involved in axon guidance","biological_process"
"12642","GO:1902303","negative regulation of potassium ion export","biological_process"
"12643","GO:1902305","regulation of sodium ion transmembrane transport","biological_process"
"12644","GO:1902306","negative regulation of sodium ion transmembrane transport","biological_process"
"12645","GO:1902309","negative regulation of peptidyl-serine dephosphorylation","biological_process"
"12646","GO:1902310","positive regulation of peptidyl-serine dephosphorylation","biological_process"
"12647","GO:1902311","regulation of copper ion transmembrane transport","biological_process"
"12648","GO:1902336","positive regulation of retinal ganglion cell axon guidance","biological_process"
"12649","GO:1902358","sulfate transmembrane transport","biological_process"
"12650","GO:1902362","melanocyte apoptotic process","biological_process"
"12651","GO:1902367","negative regulation of Notch signaling pathway involved in somitogenesis","biological_process"
"12652","GO:1902378","VEGF-activated neuropilin signaling pathway involved in axon guidance","biological_process"
"12653","GO:1902387","ceramide 1-phosphate binding","molecular_function"
"12654","GO:1902388","ceramide 1-phosphate transporter activity","molecular_function"
"12655","GO:1902389","ceramide 1-phosphate transport","biological_process"
"12656","GO:1902409","mitotic cytokinetic cell separation","biological_process"
"12657","GO:1902410","mitotic cytokinetic process","biological_process"
"12658","GO:1902430","negative regulation of beta-amyloid formation","biological_process"
"12659","GO:1902443","negative regulation of ripoptosome assembly involved in necroptotic process","biological_process"
"12660","GO:1902445","regulation of mitochondrial membrane permeability involved in programmed necrotic cell death","biological_process"
"12661","GO:1902459","positive regulation of stem cell maintenance","biological_process"
"12662","GO:1902462","positive regulation of mesenchymal stem cell proliferation","biological_process"
"12663","GO:1902463","protein localization to cell leading edge","biological_process"
"12664","GO:1902466","positive regulation of histone H3-K27 trimethylation","biological_process"
"12666","GO:1902476","chloride transmembrane transport","biological_process"
"12667","GO:1902495","transmembrane transporter complex","cellular_component"
"12668","GO:1902498","regulation of protein autoubiquitination","biological_process"
"12669","GO:1902499","positive regulation of protein autoubiquitination","biological_process"
"12670","GO:1902504","regulation of signal transduction involved in mitotic G2 DNA damage checkpoint","biological_process"
"12671","GO:1902510","regulation of apoptotic DNA fragmentation","biological_process"
"12672","GO:1902511","negative regulation of apoptotic DNA fragmentation","biological_process"
"12673","GO:1902512","positive regulation of apoptotic DNA fragmentation","biological_process"
"12675","GO:1902523","positive regulation of protein K63-linked ubiquitination","biological_process"
"12676","GO:1902524","positive regulation of protein K48-linked ubiquitination","biological_process"
"12677","GO:1902525","regulation of protein monoubiquitination","biological_process"
"12678","GO:1902527","positive regulation of protein monoubiquitination","biological_process"
"12679","GO:1902530","positive regulation of protein linear polyubiquitination","biological_process"
"12680","GO:1902531","regulation of intracellular signal transduction","biological_process"
"12681","GO:1902532","negative regulation of intracellular signal transduction","biological_process"
"12682","GO:1902533","positive regulation of intracellular signal transduction","biological_process"
"12683","GO:1902546","positive regulation of DNA N-glycosylase activity","biological_process"
"12684","GO:1902548","negative regulation of cellular response to vascular endothelial growth factor stimulus","biological_process"
"12685","GO:1902559","3'-phospho-5'-adenylyl sulfate transmembrane transport","biological_process"
"12686","GO:1902560","GMP reductase complex","cellular_component"
"12687","GO:1902572","negative regulation of serine-type peptidase activity","biological_process"
"12688","GO:1902598","creatine transmembrane transport","biological_process"
"12690","GO:1902603","carnitine transmembrane transport","biological_process"
"12691","GO:1902605","heterotrimeric G-protein complex assembly","biological_process"
"12692","GO:1902608","positive regulation of large conductance calcium-activated potassium channel activity","biological_process"
"12693","GO:1902613","negative regulation of anti-Mullerian hormone signaling pathway","biological_process"
"12694","GO:1902616","acyl carnitine transmembrane transport","biological_process"
"12695","GO:1902622","regulation of neutrophil migration","biological_process"
"12696","GO:1902692","regulation of neuroblast proliferation","biological_process"
"12697","GO:1902711","GABA-A receptor complex","cellular_component"
"12698","GO:1902714","negative regulation of interferon-gamma secretion","biological_process"
"12699","GO:1902715","positive regulation of interferon-gamma secretion","biological_process"
"12700","GO:1902723","negative regulation of skeletal muscle satellite cell proliferation","biological_process"
"12701","GO:1902731","negative regulation of chondrocyte proliferation","biological_process"
"12702","GO:1902732","positive regulation of chondrocyte proliferation","biological_process"
"12703","GO:1902742","apoptotic process involved in development","biological_process"
"12704","GO:1902745","positive regulation of lamellipodium organization","biological_process"
"12705","GO:1902749","regulation of cell cycle G2/M phase transition","biological_process"
"12706","GO:1902750","negative regulation of cell cycle G2/M phase transition","biological_process"
"12707","GO:1902771","positive regulation of choline O-acetyltransferase activity","biological_process"
"12708","GO:1902803","regulation of synaptic vesicle transport","biological_process"
"12709","GO:1902808","positive regulation of cell cycle G1/S phase transition","biological_process"
"12710","GO:1902891","negative regulation of root hair elongation","biological_process"
"12711","GO:1902897","regulation of postsynaptic density protein 95 clustering","biological_process"
"12712","GO:1902902","negative regulation of autophagic vacuole assembly","biological_process"
"12713","GO:1902904","negative regulation of fibril organization","biological_process"
"12714","GO:1902910","positive regulation of melanosome transport","biological_process"
"12715","GO:1902911","protein kinase complex","cellular_component"
"12716","GO:1902943","positive regulation of voltage-gated chloride channel activity","biological_process"
"12717","GO:1902946","protein localization to early endosome","biological_process"
"12718","GO:1902947","regulation of tau-protein kinase activity","biological_process"
"12719","GO:1902948","negative regulation of tau-protein kinase activity","biological_process"
"12720","GO:1902951","negative regulation of dendritic spine maintenance","biological_process"
"12721","GO:1902952","positive regulation of dendritic spine maintenance","biological_process"
"12722","GO:1902953","positive regulation of ER to Golgi vesicle-mediated transport","biological_process"
"12723","GO:1902955","positive regulation of early endosome to recycling endosome transport","biological_process"
"12724","GO:1902957","negative regulation of mitochondrial electron transport, NADH to ubiquinone","biological_process"
"12725","GO:1902958","positive regulation of mitochondrial electron transport, NADH to ubiquinone","biological_process"
"12726","GO:1902959","regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process","biological_process"
"12727","GO:1902960","negative regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process","biological_process"
"12728","GO:1902961","positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process","biological_process"
"12729","GO:1902963","negative regulation of metalloendopeptidase activity involved in amyloid precursor protein catabolic process","biological_process"
"12730","GO:1902966","positive regulation of protein localization to early endosome","biological_process"
"12731","GO:1902992","negative regulation of amyloid precursor protein catabolic process","biological_process"
"12732","GO:1902995","positive regulation of phospholipid efflux","biological_process"
"12733","GO:1902997","negative regulation of neurofibrillary tangle assembly","biological_process"
"12734","GO:1902998","positive regulation of neurofibrillary tangle assembly","biological_process"
"12735","GO:1902999","negative regulation of phospholipid efflux","biological_process"
"12736","GO:1903001","negative regulation of lipid transport across blood brain barrier","biological_process"
"12737","GO:1903002","positive regulation of lipid transport across blood brain barrier","biological_process"
"12738","GO:1903006","positive regulation of protein K63-linked deubiquitination","biological_process"
"12739","GO:1903007","positive regulation of Lys63-specific deubiquitinase activity","biological_process"
"12740","GO:1903008","organelle disassembly","biological_process"
"12741","GO:1903016","negative regulation of exo-alpha-sialidase activity","biological_process"
"12742","GO:1903019","negative regulation of glycoprotein metabolic process","biological_process"
"12743","GO:1903020","positive regulation of glycoprotein metabolic process","biological_process"
"12744","GO:1903033","positive regulation of microtubule plus-end binding","biological_process"
"12745","GO:1903038","negative regulation of leukocyte cell-cell adhesion","biological_process"
"12746","GO:1903044","protein localization to membrane raft","biological_process"
"12747","GO:1903045","neural crest cell migration involved in sympathetic nervous system development","biological_process"
"12748","GO:1903053","regulation of extracellular matrix organization","biological_process"
"12749","GO:1903054","negative regulation of extracellular matrix organization","biological_process"
"12750","GO:1903056","regulation of melanosome organization","biological_process"
"12751","GO:1903077","negative regulation of protein localization to plasma membrane","biological_process"
"12752","GO:1903078","positive regulation of protein localization to plasma membrane","biological_process"
"12753","GO:1903082","positive regulation of C-C chemokine receptor CCR7 signaling pathway","biological_process"
"12754","GO:1903094","negative regulation of protein K48-linked deubiquitination","biological_process"
"12755","GO:1903122","negative regulation of TRAIL-activated apoptotic signaling pathway","biological_process"
"12756","GO:1903125","negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation","biological_process"
"12757","GO:1903126","negative regulation of centriole-centriole cohesion","biological_process"
"12758","GO:1903135","cupric ion binding","molecular_function"
"12759","GO:1903136","cuprous ion binding","molecular_function"
"12760","GO:1903141","negative regulation of establishment of endothelial barrier","biological_process"
"12761","GO:1903142","positive regulation of establishment of endothelial barrier","biological_process"
"12762","GO:1903168","positive regulation of pyrroline-5-carboxylate reductase activity","biological_process"
"12763","GO:1903169","regulation of calcium ion transmembrane transport","biological_process"
"12764","GO:1903178","positive regulation of tyrosine 3-monooxygenase activity","biological_process"
"12765","GO:1903190","glyoxal catabolic process","biological_process"
"12766","GO:1903197","positive regulation of L-dopa biosynthetic process","biological_process"
"12767","GO:1903200","positive regulation of L-dopa decarboxylase activity","biological_process"
"12768","GO:1903202","negative regulation of oxidative stress-induced cell death","biological_process"
"12769","GO:1903204","negative regulation of oxidative stress-induced neuron death","biological_process"
"12770","GO:1903206","negative regulation of hydrogen peroxide-induced cell death","biological_process"
"12771","GO:1903208","negative regulation of hydrogen peroxide-induced neuron death","biological_process"
"12772","GO:1903215","negative regulation of protein targeting to mitochondrion","biological_process"
"12773","GO:1903225","negative regulation of endodermal cell differentiation","biological_process"
"12774","GO:1903233","regulation of calcium ion-dependent exocytosis of neurotransmitter","biological_process"
"12775","GO:1903237","negative regulation of leukocyte tethering or rolling","biological_process"
"12776","GO:1903243","negative regulation of cardiac muscle hypertrophy in response to stress","biological_process"
"12777","GO:1903244","positive regulation of cardiac muscle hypertrophy in response to stress","biological_process"
"12778","GO:1903249","negative regulation of citrulline biosynthetic process","biological_process"
"12779","GO:1903251","multi-ciliated epithelial cell differentiation","biological_process"
"12780","GO:1903265","positive regulation of tumor necrosis factor-mediated signaling pathway","biological_process"
"12781","GO:1903278","positive regulation of sodium ion export from cell","biological_process"
"12782","GO:1903281","positive regulation of calcium:sodium antiporter activity","biological_process"
"12783","GO:1903284","positive regulation of glutathione peroxidase activity","biological_process"
"12784","GO:1903285","positive regulation of hydrogen peroxide catabolic process","biological_process"
"12785","GO:1903288","positive regulation of potassium ion import","biological_process"
"12786","GO:1903291","positive regulation of ATP catabolic process","biological_process"
"12787","GO:1903298","negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway","biological_process"
"12788","GO:1903307","positive regulation of regulated secretory pathway","biological_process"
"12789","GO:1903351","cellular response to dopamine","biological_process"
"12790","GO:1903352","L-ornithine transmembrane transport","biological_process"
"12791","GO:1903358","regulation of Golgi organization","biological_process"
"12792","GO:1903363","negative regulation of cellular protein catabolic process","biological_process"
"12793","GO:1903364","positive regulation of cellular protein catabolic process","biological_process"
"12794","GO:1903373","positive regulation of endoplasmic reticulum tubular network organization","biological_process"
"12795","GO:1903375","facioacoustic ganglion development","biological_process"
"12796","GO:1903377","negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","biological_process"
"12797","GO:1903378","positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","biological_process"
"12798","GO:1903382","negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway","biological_process"
"12799","GO:1903384","negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway","biological_process"
"12800","GO:1903387","positive regulation of homophilic cell adhesion","biological_process"
"12801","GO:1903393","positive regulation of adherens junction organization","biological_process"
"12802","GO:1903403","negative regulation of renal phosphate excretion","biological_process"
"12803","GO:1903413","cellular response to bile acid","biological_process"
"12804","GO:1903416","response to glycoside","biological_process"
"12805","GO:1903434","negative regulation of constitutive secretory pathway","biological_process"
"12806","GO:1990000","amyloid fibril formation","biological_process"
"12807","GO:1990001","inhibition of cysteine-type endopeptidase activity involved in apoptotic process","biological_process"
"12808","GO:1990005","granular vesicle","cellular_component"
"12809","GO:1990009","retinal cell apoptotic process","biological_process"
"12810","GO:1990023","mitotic spindle midzone","cellular_component"
"12811","GO:1990032","parallel fiber","cellular_component"
"12812","GO:1990034","calcium ion export from cell","biological_process"
"12813","GO:1990037","Lewy body core","cellular_component"
"12814","GO:1990046","stress-induced mitochondrial fusion","biological_process"
"12815","GO:1990050","phosphatidic acid transporter activity","molecular_function"
"12816","GO:1990074","polyuridylation-dependent mRNA catabolic process","biological_process"
"12817","GO:1990075","periciliary membrane compartment","cellular_component"
"12818","GO:1990077","primosome complex","cellular_component"
"12819","GO:1990079","cartilage homeostasis","biological_process"
"12820","GO:1990080","2-phenylethylamine receptor activity","molecular_function"
"12821","GO:1990081","trimethylamine receptor activity","molecular_function"
"12822","GO:1990086","lens fiber cell apoptotic process","biological_process"
"12823","GO:1990090","cellular response to nerve growth factor stimulus","biological_process"
"12824","GO:1990108","protein linear deubiquitination","biological_process"
"12825","GO:1990111","spermatoproteasome complex","cellular_component"
"12826","GO:1990117","B cell receptor apoptotic signaling pathway","biological_process"
"12827","GO:1990126","retrograde transport, endosome to plasma membrane","biological_process"
"12828","GO:1990134","epithelial cell apoptotic process involved in palatal shelf morphogenesis","biological_process"
"12829","GO:1990136","linoleate 9S-lipoxygenase activity","molecular_function"
"12830","GO:1990138","neuron projection extension","biological_process"
"12831","GO:1990144","intrinsic apoptotic signaling pathway in response to hypoxia","biological_process"
"12832","GO:1990145","maintenance of translational fidelity","biological_process"
"12833","GO:1990147","talin binding","molecular_function"
"12834","GO:1990166","protein localization to site of double-strand break","biological_process"
"12835","GO:1990167","protein K27-linked deubiquitination","biological_process"
"12836","GO:1990168","protein K33-linked deubiquitination","biological_process"
"12837","GO:1990175","EH domain binding","molecular_function"
"12838","GO:1990182","exosomal secretion","biological_process"
"12839","GO:1990226","histone methyltransferase binding","molecular_function"
"12840","GO:1990239","steroid hormone binding","molecular_function"
"12841","GO:1990244","histone kinase activity (H2A-T120 specific)","molecular_function"
"12842","GO:1990245","histone H2A-T120 phosphorylation","biological_process"
"12843","GO:1990246","uniplex complex","cellular_component"
"12844","GO:1990247","N6-methyladenosine-containing RNA binding","molecular_function"
"12845","GO:1990254","keratin filament binding","molecular_function"
"12846","GO:1990258","histone glutamine methylation","biological_process"
"12847","GO:1990259","histone-glutamine methyltransferase activity","molecular_function"
"12848","GO:1990261","pre-mRNA catabolic process","biological_process"
"12849","GO:1990262","anti-Mullerian hormone signaling pathway","biological_process"
"12850","GO:1990264","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","biological_process"
"12851","GO:1990266","neutrophil migration","biological_process"
"12852","GO:1990272","anti-Mullerian hormone receptor activity","molecular_function"
"12853","GO:1990379","lipid transport across blood brain barrier","biological_process"
"12854","GO:1990380","Lys48-specific deubiquitinase activity","molecular_function"
"12855","GO:1990381","ubiquitin-specific protease binding","molecular_function"
"12856","GO:1990384","hyaloid vascular plexus regression","biological_process"
"12857","GO:1990390","protein K33-linked ubiquitination","biological_process"
"12859","GO:1990422","glyoxalase (glycolic acid-forming) activity","molecular_function"
"12860","GO:1990430","extracellular matrix protein binding","molecular_function"
"12861","GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","biological_process"
"12862","GO:1990441","negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","biological_process"
"12863","GO:1990444","F-box domain binding","molecular_function"
"12864","GO:1990450","linear polyubiquitin binding","molecular_function"
"12865","GO:1990451","cellular stress response to acidic pH","biological_process"
"12866","GO:1990452","Parkin-FBXW7-Cul1 ubiquitin ligase complex","cellular_component"
"12867","GO:1990459","transferrin receptor binding","molecular_function"
"12868","GO:1990460","leptin receptor binding","molecular_function"
"12869","GO:2000001","regulation of DNA damage checkpoint","biological_process"
"12871","GO:2000003","positive regulation of DNA damage checkpoint","biological_process"
"12872","GO:2000005","negative regulation of metanephric S-shaped body morphogenesis","biological_process"
"12873","GO:2000007","negative regulation of metanephric comma-shaped body morphogenesis","biological_process"
"12874","GO:2000008","regulation of protein localization to cell surface","biological_process"
"12875","GO:2000009","negative regulation of protein localization to cell surface","biological_process"
"12876","GO:2000010","positive regulation of protein localization to cell surface","biological_process"
"12877","GO:2000016","negative regulation of determination of dorsal identity","biological_process"
"12878","GO:2000017","positive regulation of determination of dorsal identity","biological_process"
"12879","GO:2000019","negative regulation of male gonad development","biological_process"
"12880","GO:2000020","positive regulation of male gonad development","biological_process"
"12881","GO:2000021","regulation of ion homeostasis","biological_process"
"12882","GO:2000035","regulation of stem cell division","biological_process"
"12883","GO:2000036","regulation of stem cell maintenance","biological_process"
"12884","GO:2000041","negative regulation of planar cell polarity pathway involved in axis elongation","biological_process"
"12885","GO:2000042","negative regulation of double-strand break repair via homologous recombination","biological_process"
"12886","GO:2000043","regulation of cardiac cell fate specification","biological_process"
"12887","GO:2000045","regulation of G1/S transition of mitotic cell cycle","biological_process"
"12888","GO:2000048","negative regulation of cell-cell adhesion mediated by cadherin","biological_process"
"12889","GO:2000049","positive regulation of cell-cell adhesion mediated by cadherin","biological_process"
